Date,Return,,D1,D2,D3,D4,D5
29/10/2015 0:00,-0.011012442,4,0,0,0,1,0
30/10/2015 0:00,-0.001958556,5,0,0,0,0,1
2/11/2015 0:00,0.007042918,1,1,0,0,0,0
3/11/2015 0:00,0.011359901,2,0,1,0,0,0
4/11/2015 0:00,0.016372293,3,0,0,1,0,0
5/11/2015 0:00,-0.000772549,4,0,0,0,1,0
6/11/2015 0:00,-0.017854055,5,0,0,0,0,1
9/11/2015 0:00,-0.005894075,1,1,0,0,0,0
10/11/2015 0:00,-0.012291643,2,0,1,0,0,0
11/11/2015 0:00,-0.014381002,3,0,0,1,0,0
12/11/2015 0:00,0.001553168,4,0,0,0,1,0
13/11/2015 0:00,-0.011766726,5,0,0,0,0,1
16/11/2015 0:00,-0.004102239,1,1,0,0,0,0
17/11/2015 0:00,0.014839742,2,0,1,0,0,0
18/11/2015 0:00,-0.009421396,3,0,0,1,0,0
19/11/2015 0:00,0.016260693,4,0,0,0,1,0
20/11/2015 0:00,-0.001387032,5,0,0,0,0,1
23/11/2015 0:00,0.002392787,1,1,0,0,0,0
24/11/2015 0:00,-0.010137654,2,0,1,0,0,0
25/11/2015 0:00,-0.001669194,3,0,0,1,0,0
26/11/2015 0:00,0.011709022,4,0,0,0,1,0
27/11/2015 0:00,-0.010246901,5,0,0,0,0,1
30/11/2015 0:00,-0.009305646,1,1,0,0,0,0
1/12/2015 0:00,0.017003534,2,0,1,0,0,0
2/12/2015 0:00,-0.000697301,3,0,0,1,0,0
3/12/2015 0:00,-0.000158551,4,0,0,0,1,0
4/12/2015 0:00,-0.006818315,5,0,0,0,0,1
7/12/2015 0:00,0.006606605,1,1,0,0,0,0
8/12/2015 0:00,-0.013145603,2,0,1,0,0,0
9/12/2015 0:00,-0.013786126,3,0,0,1,0,0
10/12/2015 0:00,-0.001635701,4,0,0,0,1,0
11/12/2015 0:00,-0.012280269,5,0,0,0,0,1
14/12/2015 0:00,-0.009374882,1,1,0,0,0,0
15/12/2015 0:00,0.004119523,2,0,1,0,0,0
16/12/2015 0:00,0.013693164,3,0,0,1,0,0
17/12/2015 0:00,0.016360892,4,0,0,0,1,0
18/12/2015 0:00,-0.007522464,5,0,0,0,0,1
21/12/2015 0:00,0.003004884,1,1,0,0,0,0
22/12/2015 0:00,0.00127546,2,0,1,0,0,0
23/12/2015 0:00,0.002764856,3,0,0,1,0,0
24/12/2015 0:00,0.00104088,4,0,0,0,1,0
25/12/2015 0:00,0.004664529,5,0,0,0,0,1
28/12/2015 0:00,-0.00057291,1,1,0,0,0,0
29/12/2015 0:00,-0.007756287,2,0,1,0,0,0
30/12/2015 0:00,-0.00167974,3,0,0,1,0,0
31/12/2015 0:00,0.006988735,4,0,0,0,1,0
4/01/2016 0:00,-0.027207545,1,1,0,0,0,0
5/01/2016 0:00,-0.004836504,2,0,1,0,0,0
6/01/2016 0:00,-0.010546888,3,0,0,1,0,0
7/01/2016 0:00,-0.017463662,4,0,0,0,1,0
8/01/2016 0:00,0.005323279,5,0,0,0,0,1
11/01/2016 0:00,-0.013461199,1,1,0,0,0,0
12/01/2016 0:00,-0.002567321,2,0,1,0,0,0
13/01/2016 0:00,0.007203193,3,0,0,1,0,0
14/01/2016 0:00,-0.010500181,4,0,0,0,1,0
15/01/2016 0:00,0.002467595,5,0,0,0,0,1
18/01/2016 0:00,0.006314772,1,1,0,0,0,0
19/01/2016 0:00,0.005578916,2,0,1,0,0,0
20/01/2016 0:00,-0.020028928,3,0,0,1,0,0
21/01/2016 0:00,-0.004570737,4,0,0,0,1,0
22/01/2016 0:00,0.011954653,5,0,0,0,0,1
25/01/2016 0:00,0.017631999,1,1,0,0,0,0
26/01/2016 0:00,-0.00832934,2,0,1,0,0,0
27/01/2016 0:00,0.002699259,3,0,0,1,0,0
28/01/2016 0:00,0.007016248,4,0,0,0,1,0
29/01/2016 0:00,0.021958006,5,0,0,0,0,1
1/02/2016 0:00,0.009405406,1,1,0,0,0,0
2/02/2016 0:00,-0.003158083,2,0,1,0,0,0
3/02/2016 0:00,-0.008427349,3,0,0,1,0,0
15/02/2016 0:00,0.000436271,1,1,0,0,0,0
16/02/2016 0:00,0.017884167,2,0,1,0,0,0
17/02/2016 0:00,0.00026539,3,0,0,1,0,0
18/02/2016 0:00,0.012150964,4,0,0,0,1,0
19/02/2016 0:00,0.00124643,5,0,0,0,0,1
22/02/2016 0:00,0.000196934,1,1,0,0,0,0
23/02/2016 0:00,0.000955502,2,0,1,0,0,0
24/02/2016 0:00,-0.00623192,3,0,0,1,0,0
25/02/2016 0:00,0.009970819,4,0,0,0,1,0
26/02/2016 0:00,0.005400234,5,0,0,0,0,1
1/03/2016 0:00,0.008821852,2,0,1,0,0,0
2/03/2016 0:00,0.006853845,3,0,0,1,0,0
3/03/2016 0:00,0.007897088,4,0,0,0,1,0
4/03/2016 0:00,0.003681156,5,0,0,0,0,1
7/03/2016 0:00,0.00184938,1,1,0,0,0,0
8/03/2016 0:00,0.000549504,2,0,1,0,0,0
9/03/2016 0:00,-0.003491562,3,0,0,1,0,0
10/03/2016 0:00,0.003074895,4,0,0,0,1,0
11/03/2016 0:00,0.00523291,5,0,0,0,0,1
14/03/2016 0:00,0.004785233,1,1,0,0,0,0
15/03/2016 0:00,-0.015752393,2,0,1,0,0,0
16/03/2016 0:00,0.010162807,3,0,0,1,0,0
17/03/2016 0:00,0.004061155,4,0,0,0,1,0
18/03/2016 0:00,0.008682738,5,0,0,0,0,1
21/03/2016 0:00,0.000225863,1,1,0,0,0,0
22/03/2016 0:00,-0.003070797,2,0,1,0,0,0
23/03/2016 0:00,-0.002232237,3,0,0,1,0,0
24/03/2016 0:00,-0.002594022,4,0,0,0,1,0
25/03/2016 0:00,-0.004402734,5,0,0,0,0,1
28/03/2016 0:00,-0.001669351,1,1,0,0,0,0
29/03/2016 0:00,-0.008447177,2,0,1,0,0,0
30/03/2016 0:00,0.013793897,3,0,0,1,0,0
31/03/2016 0:00,0.000891213,4,0,0,0,1,0
1/04/2016 0:00,-0.010030927,5,0,0,0,0,1
6/04/2016 0:00,-0.016802126,3,0,0,1,0,0
7/04/2016 0:00,-0.002711177,4,0,0,0,1,0
8/04/2016 0:00,0.00601819,5,0,0,0,0,1
11/04/2016 0:00,0.00246606,1,1,0,0,0,0
12/04/2016 0:00,-0.003675046,2,0,1,0,0,0
13/04/2016 0:00,0.014072113,3,0,0,1,0,0
14/04/2016 0:00,0.001804859,4,0,0,0,1,0
15/04/2016 0:00,0.00376319,5,0,0,0,0,1
18/04/2016 0:00,-0.003959362,1,1,0,0,0,0
19/04/2016 0:00,-0.003733015,2,0,1,0,0,0
20/04/2016 0:00,-0.013907136,3,0,0,1,0,0
21/04/2016 0:00,0.006341941,4,0,0,0,1,0
22/04/2016 0:00,-0.003847014,5,0,0,0,0,1
25/04/2016 0:00,0.002869706,1,1,0,0,0,0
26/04/2016 0:00,0.002483985,2,0,1,0,0,0
27/04/2016 0:00,-0.002160505,3,0,0,1,0,0
28/04/2016 0:00,-0.010469087,4,0,0,0,1,0
29/04/2016 0:00,-0.011389992,5,0,0,0,0,1
3/05/2016 0:00,-0.010050489,2,0,1,0,0,0
4/05/2016 0:00,-0.013186187,3,0,0,1,0,0
5/05/2016 0:00,-0.002141479,4,0,0,0,1,0
6/05/2016 0:00,-0.002639363,5,0,0,0,0,1
9/05/2016 0:00,-0.001793816,1,1,0,0,0,0
10/05/2016 0:00,0.003003413,2,0,1,0,0,0
11/05/2016 0:00,-0.00254483,3,0,0,1,0,0
12/05/2016 0:00,-0.003387213,4,0,0,0,1,0
13/05/2016 0:00,-0.006727007,5,0,0,0,0,1
16/05/2016 0:00,0.001725688,1,1,0,0,0,0
17/05/2016 0:00,0.008993092,2,0,1,0,0,0
18/05/2016 0:00,0.00235583,3,0,0,1,0,0
19/05/2016 0:00,-0.007837334,4,0,0,0,1,0
20/05/2016 0:00,0.004348225,5,0,0,0,0,1
23/05/2016 0:00,0.025879636,1,1,0,0,0,0
24/05/2016 0:00,-0.005260452,2,0,1,0,0,0
25/05/2016 0:00,0.011444197,3,0,0,1,0,0
26/05/2016 0:00,-0.000247771,4,0,0,0,1,0
27/05/2016 0:00,0.008244363,5,0,0,0,0,1
30/05/2016 0:00,0.00850146,1,1,0,0,0,0
31/05/2016 0:00,-3.28E-05,2,0,1,0,0,0
1/06/2016 0:00,0.007187472,3,0,0,1,0,0
2/06/2016 0:00,-0.00479686,4,0,0,0,1,0
3/06/2016 0:00,0.003656322,5,0,0,0,0,1
6/06/2016 0:00,0.001135342,1,1,0,0,0,0
7/06/2016 0:00,0.009583912,2,0,1,0,0,0
8/06/2016 0:00,0.004090756,3,0,0,1,0,0
13/06/2016 0:00,-0.020781719,1,1,0,0,0,0
14/06/2016 0:00,0.004663356,2,0,1,0,0,0
15/06/2016 0:00,0.00352103,3,0,0,1,0,0
16/06/2016 0:00,-0.013126168,4,0,0,0,1,0
17/06/2016 0:00,0.008667207,5,0,0,0,0,1
20/06/2016 0:00,0.006727936,1,1,0,0,0,0
21/06/2016 0:00,0.006808469,2,0,1,0,0,0
22/06/2016 0:00,0.003609016,3,0,0,1,0,0
23/06/2016 0:00,-0.004550169,4,0,0,0,1,0
24/06/2016 0:00,-0.023283469,5,0,0,0,0,1
27/06/2016 0:00,-0.002139853,1,1,0,0,0,0
28/06/2016 0:00,0.005498552,2,0,1,0,0,0
29/06/2016 0:00,0.009483979,3,0,0,1,0,0
30/06/2016 0:00,0.009276118,4,0,0,0,1,0
1/07/2016 0:00,0.008234565,5,0,0,0,0,1
4/07/2016 0:00,0.002553299,1,1,0,0,0,0
5/07/2016 0:00,-0.005093638,2,0,1,0,0,0
6/07/2016 0:00,-0.016230031,3,0,0,1,0,0
7/07/2016 0:00,0.007569467,4,0,0,0,1,0
8/07/2016 0:00,0,5,0,0,0,0,1
11/07/2016 0:00,0.016705088,1,1,0,0,0,0
12/07/2016 0:00,0.00623901,2,0,1,0,0,0
13/07/2016 0:00,0.001840765,3,0,0,1,0,0
14/07/2016 0:00,0.000971598,4,0,0,0,1,0
15/07/2016 0:00,0.009372349,5,0,0,0,0,1
18/07/2016 0:00,0.006499651,1,1,0,0,0,0
19/07/2016 0:00,0.002955169,2,0,1,0,0,0
20/07/2016 0:00,-0.003014036,3,0,0,1,0,0
21/07/2016 0:00,0.005411797,4,0,0,0,1,0
22/07/2016 0:00,-0.004805836,5,0,0,0,0,1
25/07/2016 0:00,-0.002384889,1,1,0,0,0,0
26/07/2016 0:00,0.003676655,2,0,1,0,0,0
27/07/2016 0:00,0.004267944,3,0,0,1,0,0
28/07/2016 0:00,0.001460858,4,0,0,0,1,0
29/07/2016 0:00,-0.010213171,5,0,0,0,0,1
1/08/2016 0:00,0.010661509,1,1,0,0,0,0
2/08/2016 0:00,-0.001316865,2,0,1,0,0,0
3/08/2016 0:00,-0.00742096,3,0,0,1,0,0
4/08/2016 0:00,0.002551811,4,0,0,0,1,0
5/08/2016 0:00,0.007441751,5,0,0,0,0,1
8/08/2016 0:00,0.006374151,1,1,0,0,0,0
9/08/2016 0:00,0.000526656,2,0,1,0,0,0
10/08/2016 0:00,0.004940202,3,0,0,1,0,0
11/08/2016 0:00,-0.007483005,4,0,0,0,1,0
12/08/2016 0:00,0.002030342,5,0,0,0,0,1
15/08/2016 0:00,-0.000205464,1,1,0,0,0,0
16/08/2016 0:00,-0.004178733,2,0,1,0,0,0
17/08/2016 0:00,0.000805335,3,0,0,1,0,0
18/08/2016 0:00,0.000526289,4,0,0,0,1,0
19/08/2016 0:00,-0.009718817,5,0,0,0,0,1
22/08/2016 0:00,-0.005823699,1,1,0,0,0,0
23/08/2016 0:00,0.005453944,2,0,1,0,0,0
24/08/2016 0:00,-0.001501504,3,0,0,1,0,0
25/08/2016 0:00,0.010819127,4,0,0,0,1,0
26/08/2016 0:00,0.001781097,5,0,0,0,0,1
29/08/2016 0:00,-0.002362674,1,1,0,0,0,0
30/08/2016 0:00,4.28E-05,2,0,1,0,0,0
31/08/2016 0:00,-0.004588652,3,0,0,1,0,0
1/09/2016 0:00,-0.007493031,4,0,0,0,1,0
2/09/2016 0:00,-0.001512126,5,0,0,0,0,1
5/09/2016 0:00,0.011348932,1,1,0,0,0,0
6/09/2016 0:00,0.01003947,2,0,1,0,0,0
7/09/2016 0:00,0.008374979,3,0,0,1,0,0
8/09/2016 0:00,0.000412412,4,0,0,0,1,0
9/09/2016 0:00,-0.010637282,5,0,0,0,0,1
12/09/2016 0:00,-0.024053836,1,1,0,0,0,0
13/09/2016 0:00,-0.000696504,2,0,1,0,0,0
14/09/2016 0:00,-0.004318786,3,0,0,1,0,0
19/09/2016 0:00,0.027758923,1,1,0,0,0,0
20/09/2016 0:00,0.00095009,2,0,1,0,0,0
21/09/2016 0:00,0.00727786,3,0,0,1,0,0
22/09/2016 0:00,0.00073222,4,0,0,0,1,0
23/09/2016 0:00,0.005330539,5,0,0,0,0,1
26/09/2016 0:00,-0.009751677,1,1,0,0,0,0
29/09/2016 0:00,0.008272901,4,0,0,0,1,0
30/09/2016 0:00,-0.011286831,5,0,0,0,0,1
3/10/2016 0:00,0.007320331,1,1,0,0,0,0
4/10/2016 0:00,0.005784426,2,0,1,0,0,0
5/10/2016 0:00,-0.001669097,3,0,0,1,0,0
6/10/2016 0:00,0.001296499,4,0,0,0,1,0
7/10/2016 0:00,-0.001994597,5,0,0,0,0,1
11/10/2016 0:00,-0.004975687,2,0,1,0,0,0
12/10/2016 0:00,0.003549002,3,0,0,1,0,0
13/10/2016 0:00,-0.003619547,4,0,0,0,1,0
14/10/2016 0:00,-0.005874582,5,0,0,0,0,1
17/10/2016 0:00,0.001204904,1,1,0,0,0,0
18/10/2016 0:00,0.005039508,2,0,1,0,0,0
19/10/2016 0:00,0.006636603,3,0,0,1,0,0
20/10/2016 0:00,0.003575036,4,0,0,0,1,0
21/10/2016 0:00,-0.001145837,5,0,0,0,0,1
24/10/2016 0:00,0.001710197,1,1,0,0,0,0
25/10/2016 0:00,0.006751136,2,0,1,0,0,0
26/10/2016 0:00,-0.002496322,3,0,0,1,0,0
27/10/2016 0:00,-0.006719655,4,0,0,0,1,0
28/10/2016 0:00,0.00079221,5,0,0,0,0,1
31/10/2016 0:00,-0.001806719,1,1,0,0,0,0
1/11/2016 0:00,-0.001876862,2,0,1,0,0,0
2/11/2016 0:00,-0.014519269,3,0,0,1,0,0
3/11/2016 0:00,-0.007884176,4,0,0,0,1,0
4/11/2016 0:00,9.71E-05,5,0,0,0,0,1
7/11/2016 0:00,0.013330192,1,1,0,0,0,0
8/11/2016 0:00,0.002997714,2,0,1,0,0,0
9/11/2016 0:00,-0.030202734,3,0,0,1,0,0
10/11/2016 0:00,0.023098579,4,0,0,0,1,0
11/11/2016 0:00,-0.021471899,5,0,0,0,0,1
14/11/2016 0:00,-0.001939795,1,1,0,0,0,0
15/11/2016 0:00,-0.001048614,2,0,1,0,0,0
16/11/2016 0:00,0.003486173,3,0,0,1,0,0
17/11/2016 0:00,0.003679812,4,0,0,0,1,0
18/11/2016 0:00,0.001503026,5,0,0,0,0,1
21/11/2016 0:00,0.003581222,1,1,0,0,0,0
22/11/2016 0:00,0.010154897,2,0,1,0,0,0
23/11/2016 0:00,0.004897536,3,0,0,1,0,0
24/11/2016 0:00,-0.002849934,4,0,0,0,1,0
25/11/2016 0:00,0.000760187,5,0,0,0,0,1
28/11/2016 0:00,0.006873304,1,1,0,0,0,0
29/11/2016 0:00,-0.003242461,2,0,1,0,0,0
30/11/2016 0:00,0.005243851,3,0,0,1,0,0
1/12/2016 0:00,0.002466497,4,0,0,0,1,0
2/12/2016 0:00,-0.00802475,5,0,0,0,0,1
5/12/2016 0:00,-0.00314222,1,1,0,0,0,0
6/12/2016 0:00,0.009788495,2,0,1,0,0,0
7/12/2016 0:00,0.001417626,3,0,0,1,0,0
8/12/2016 0:00,0.01201433,4,0,0,0,1,0
9/12/2016 0:00,0.001792291,5,0,0,0,0,1
12/12/2016 0:00,-0.004560657,1,1,0,0,0,0
13/12/2016 0:00,0.003437872,2,0,1,0,0,0
14/12/2016 0:00,-0.001452762,3,0,0,1,0,0
15/12/2016 0:00,-0.000872442,4,0,0,0,1,0
16/12/2016 0:00,-0.00359278,5,0,0,0,0,1
19/12/2016 0:00,-0.009421538,1,1,0,0,0,0
20/12/2016 0:00,0.000334367,2,0,1,0,0,0
21/12/2016 0:00,-0.004136296,3,0,0,1,0,0
22/12/2016 0:00,-0.009333662,4,0,0,0,1,0
23/12/2016 0:00,-0.00440837,5,0,0,0,0,1
26/12/2016 0:00,0.003507626,1,1,0,0,0,0
27/12/2016 0:00,-0.000138928,2,0,1,0,0,0
28/12/2016 0:00,0.010063164,3,0,0,1,0,0
29/12/2016 0:00,-0.005264179,4,0,0,0,1,0
30/12/2016 0:00,0.010910348,5,0,0,0,0,1
